age,annual_income,employment_years,loan_amount,credit_score,existing_debt,num_open_accounts,previous_defaults,loan_purpose,debt_to_income,loan_to_income,risk_category
50,60983.44,1.7,10427.64,579,30318.64,0,0,other,0.4972,0.171,High
53,28520.63,6.6,3542.83,648,4731.22,11,0,debt_consolidation,0.1659,0.1242,Medium
48,56215.99,8.2,9027.75,586,4969.03,14,0,debt_consolidation,0.0884,0.1606,Low
53,12781.29,2.2,26443.85,588,9612.33,3,0,education,0.752,2.0688,High
25,36288.24,0.9,48357.12,731,14768.45,12,0,debt_consolidation,0.407,1.3325,Medium
39,64340.3,5.2,8399.92,533,14574.55,1,0,debt_consolidation,0.2265,0.1306,High
24,85830.65,6.1,16317.53,688,25202.4,1,1,debt_consolidation,0.2936,0.1901,Medium
55,62092.23,3.5,54027.47,645,6939.26,6,0,debt_consolidation,0.1118,0.8701,High
37,24461.15,0.8,27462.37,730,6869.52,9,1,education,0.2808,1.1226,High
64,82160.43,9.3,6455.19,665,7070.53,4,0,debt_consolidation,0.0861,0.0786,Low
48,27734.3,5.2,11398.63,770,5605.93,10,0,medical,0.2021,0.411,Low
50,66642.6,10.2,15593.5,653,1626.84,1,0,business,0.0244,0.234,Low
49,28200.17,13.5,28670.6,726,957.14,0,0,business,0.0339,1.0166,Medium
26,33302.8,8.2,6490.21,667,2210.09,0,0,home_improvement,0.0664,0.1949,Low
55,30388.68,15.9,21258.88,656,9661.08,3,0,debt_consolidation,0.3179,0.6995,High
61,52547.84,15.4,20376.55,747,4202.61,13,0,debt_consolidation,0.08,0.3878,Low
57,44455.0,4.8,11132.35,656,2112.21,3,0,debt_consolidation,0.0475,0.2504,Low
44,63224.98,6.5,48362.92,664,12788.35,1,0,other,0.2023,0.7649,High
49,48566.18,6.0,7732.38,594,3060.52,1,0,business,0.063,0.1592,Medium
51,22949.77,4.9,16621.59,653,794.31,3,0,home_improvement,0.0346,0.7242,High
55,56269.4,0.1,15057.65,436,1854.15,7,1,debt_consolidation,0.033,0.2676,Medium
53,20310.99,2.2,16740.8,615,3141.89,5,0,other,0.1547,0.8242,Medium
41,31510.4,0.5,26723.19,677,2602.93,0,0,education,0.0826,0.848,Low
52,40865.58,1.8,5969.37,638,4457.16,13,0,debt_consolidation,0.1091,0.1461,Medium
43,39474.03,0.4,14692.82,633,6087.67,7,0,home_improvement,0.1542,0.3722,Medium
53,21510.44,12.6,43552.36,696,6207.34,4,0,business,0.2886,2.0246,Medium
23,97302.48,3.0,21567.51,775,4421.17,12,1,debt_consolidation,0.0454,0.2217,Low
38,111747.98,1.0,8986.48,618,10581.86,12,0,home_improvement,0.0947,0.0804,High
45,151053.23,4.4,8266.71,719,11804.69,9,0,education,0.0781,0.0547,Low
62,87014.12,1.1,18227.11,648,7536.23,12,0,debt_consolidation,0.0866,0.2095,Medium
51,40226.32,8.2,9960.8,692,11252.58,10,0,debt_consolidation,0.2797,0.2476,Low
23,39881.2,1.8,12262.61,811,1556.53,5,0,home_improvement,0.039,0.3075,Low
60,38795.25,1.9,8552.04,724,973.62,6,0,education,0.0251,0.2204,Low
44,132298.87,10.2,46368.43,751,2226.44,9,0,business,0.0168,0.3505,Low
52,46269.08,4.1,16446.58,618,6458.21,5,0,debt_consolidation,0.1396,0.3554,Low
42,92467.86,10.9,13789.49,643,10842.56,2,0,medical,0.1173,0.1491,Low
43,88940.02,2.7,5016.85,564,2109.23,9,0,business,0.0237,0.0564,Medium
22,53893.97,2.1,8141.18,601,6662.18,1,0,debt_consolidation,0.1236,0.1511,Low
47,23722.51,3.5,12880.02,666,10791.96,12,1,debt_consolidation,0.4549,0.5429,Medium
62,46772.03,0.3,12889.27,594,3453.58,1,1,other,0.0738,0.2756,Medium
22,52758.66,0.8,36189.88,669,3226.29,2,0,education,0.0612,0.6859,Low
46,92870.44,1.2,14389.68,614,8965.31,14,0,home_improvement,0.0965,0.1549,Low
37,49500.05,8.5,24908.87,662,2611.19,5,0,debt_consolidation,0.0528,0.5032,Low
60,26787.68,6.6,14877.12,704,2639.4,0,1,home_improvement,0.0985,0.5554,Low
53,80334.54,1.1,22395.24,697,3839.1,2,0,debt_consolidation,0.0478,0.2788,High
29,43749.23,1.6,4910.92,683,4137.78,11,0,debt_consolidation,0.0946,0.1122,Medium
63,13730.5,14.4,6286.13,756,3576.95,13,0,education,0.2605,0.4578,Low
59,57669.99,0.4,23255.21,502,485.19,1,0,medical,0.0084,0.4032,Medium
49,62968.23,4.0,32791.49,648,5399.62,10,0,debt_consolidation,0.0858,0.5208,Low
62,32161.68,3.7,4798.82,712,16245.85,12,0,business,0.5051,0.1492,Medium
46,44532.61,6.5,13457.86,486,4191.05,3,1,business,0.0941,0.3022,Medium
55,68108.58,1.5,5433.08,788,2179.66,0,0,home_improvement,0.032,0.0798,Low
45,57866.41,13.6,8968.72,626,8720.87,10,0,education,0.1507,0.155,Low
44,22441.6,2.6,4270.53,596,3611.59,14,0,home_improvement,0.1609,0.1903,Medium
33,91745.63,1.7,12443.28,711,2828.93,2,0,debt_consolidation,0.0308,0.1356,Low
27,115054.97,2.1,11959.81,588,10640.72,10,0,business,0.0925,0.1039,Low
56,37983.54,2.1,11873.16,758,3329.88,3,0,business,0.0877,0.3126,Medium
40,18865.01,1.1,11208.27,652,5976.13,4,0,other,0.3168,0.5941,Medium
21,72081.77,13.2,19554.22,763,11597.55,14,0,debt_consolidation,0.1609,0.2713,Low
28,35012.27,1.0,37371.98,749,5428.95,3,0,business,0.1551,1.0674,High
36,64069.54,10.7,6468.76,660,3541.26,12,0,business,0.0553,0.101,Low
34,147426.53,2.6,8068.28,596,7170.97,4,0,home_improvement,0.0486,0.0547,Medium
32,22625.8,1.6,14438.26,789,742.82,0,1,education,0.0328,0.6381,Medium
43,32915.19,1.1,11375.09,529,9110.47,7,0,home_improvement,0.2768,0.3456,High
35,44478.46,3.5,11048.25,623,2647.61,1,0,education,0.0595,0.2484,Low
48,93511.45,5.5,6078.67,719,5370.04,5,0,home_improvement,0.0574,0.065,Low
54,290049.99,11.4,10163.53,533,5094.27,1,0,education,0.0176,0.035,Low
22,55466.95,5.3,10224.77,552,6450.11,10,0,other,0.1163,0.1843,High
52,21674.43,3.3,15234.0,635,6342.0,1,0,education,0.2926,0.7028,High
43,41243.11,0.2,7750.58,672,2484.32,13,0,education,0.0602,0.1879,Low
42,33275.22,12.4,22820.56,499,3123.69,7,0,debt_consolidation,0.0939,0.6858,Medium
45,70318.68,11.6,6255.26,741,2604.97,2,0,medical,0.037,0.089,Low
42,59186.12,2.4,33945.43,638,3581.01,11,0,medical,0.0605,0.5735,High
42,29117.46,0.1,8179.32,707,1313.6,7,0,debt_consolidation,0.0451,0.2809,Medium
62,32314.05,6.6,31741.13,590,576.44,1,0,business,0.0178,0.9822,Medium
26,40944.44,7.8,8519.0,619,7067.37,0,0,medical,0.1726,0.2081,Medium
35,43491.5,3.9,21990.0,674,16177.38,0,0,business,0.372,0.5056,Medium
63,47997.56,2.6,10733.13,663,2032.32,6,0,medical,0.0423,0.2236,Low
57,50233.46,9.5,14021.58,704,8500.1,7,0,education,0.1692,0.2791,Medium
53,90891.82,1.1,19170.0,708,1671.15,14,0,home_improvement,0.0184,0.2109,Low
28,40210.94,2.9,10936.52,557,4772.35,0,0,other,0.1187,0.272,Medium
64,37354.8,0.1,4264.17,665,7908.84,11,0,other,0.2117,0.1142,Low
64,25099.75,0.9,9121.71,637,20210.37,2,0,debt_consolidation,0.8052,0.3634,Medium
25,43829.85,14.1,9864.4,682,5267.75,11,0,debt_consolidation,0.1202,0.2251,Medium
59,55720.21,4.3,37688.74,624,1935.93,3,0,business,0.0347,0.6764,Medium
24,20701.3,8.2,12986.59,654,5010.79,14,0,business,0.242,0.6273,Medium
26,41306.94,3.3,14799.75,806,5739.08,14,0,medical,0.1389,0.3583,Low
52,87565.91,9.0,12464.36,556,34768.77,11,0,debt_consolidation,0.3971,0.1423,Low
50,67788.85,3.9,15225.9,614,30078.07,7,0,home_improvement,0.4437,0.2246,Medium
55,59084.07,0.0,6357.14,463,8647.15,6,0,other,0.1464,0.1076,Medium
60,66876.72,11.5,8846.44,607,3081.9,4,0,medical,0.0461,0.1323,Low
36,36796.13,0.8,19880.98,561,5580.77,11,0,other,0.1517,0.5403,High
33,34425.06,3.0,11685.17,806,1908.29,6,0,debt_consolidation,0.0554,0.3394,Low
62,92591.66,3.2,12571.9,624,2475.19,1,0,debt_consolidation,0.0267,0.1358,Low
50,74185.18,0.2,13198.85,618,12324.2,6,0,home_improvement,0.1661,0.1779,Medium
39,33754.31,0.3,20188.23,702,9925.64,10,0,medical,0.294,0.5981,Medium
37,19161.11,7.2,9095.19,564,7621.76,0,0,home_improvement,0.3978,0.4746,Medium
39,34106.46,1.8,14185.2,712,3323.6,5,0,debt_consolidation,0.0974,0.4159,Low
48,64329.08,2.6,3670.39,709,1239.29,7,0,business,0.0193,0.0571,Low
46,35272.89,4.2,5079.13,775,4505.32,6,0,medical,0.1277,0.144,Low
57,57816.76,2.3,11508.02,694,2112.02,14,0,debt_consolidation,0.0365,0.199,Low
46,99696.44,7.5,6883.28,503,2403.68,4,0,home_improvement,0.0241,0.069,High
43,46792.89,10.8,24099.87,741,8079.14,10,0,other,0.1727,0.515,Medium
29,55104.14,0.3,7038.4,850,33455.87,2,0,debt_consolidation,0.6071,0.1277,Low
32,69040.73,5.0,12373.74,648,4523.96,11,0,home_improvement,0.0655,0.1792,Medium
21,28537.03,1.9,21621.79,650,5771.15,6,0,debt_consolidation,0.2022,0.7576,Medium
21,33305.42,4.4,17961.09,611,2144.58,8,0,debt_consolidation,0.0644,0.5393,High
54,70479.74,3.3,9635.02,519,2511.63,10,0,education,0.0356,0.1367,High
52,49935.32,2.0,10573.07,679,4488.45,9,1,debt_consolidation,0.0899,0.2117,Medium
45,52097.87,0.5,17761.92,606,639.15,6,0,other,0.0123,0.3409,Low
60,49843.48,4.1,21679.69,677,2143.96,0,1,other,0.043,0.4349,Medium
21,79949.22,0.6,32799.26,679,7772.93,9,0,business,0.0972,0.4102,Medium
36,60952.88,0.8,21657.8,802,18918.25,12,1,business,0.3104,0.3553,High
59,61353.66,20.1,20155.42,618,6854.06,14,0,other,0.1117,0.3285,Low
25,90318.63,1.9,16408.66,551,2772.05,10,0,business,0.0307,0.1817,Low
42,109456.99,4.4,14364.5,673,1815.04,12,0,debt_consolidation,0.0166,0.1312,Low
49,150511.66,1.6,10694.17,642,4032.72,6,0,home_improvement,0.0268,0.0711,Low
23,36698.57,10.0,18017.03,800,4230.36,9,0,home_improvement,0.1153,0.4909,Low
32,168502.14,1.7,11592.68,717,2593.26,12,0,education,0.0154,0.0688,Low
46,28328.21,2.3,20290.14,639,9229.39,14,0,home_improvement,0.3258,0.7162,High
36,129007.23,4.7,20607.56,732,1698.8,1,0,other,0.0132,0.1597,Low
57,35704.07,10.2,17714.45,739,2814.17,14,0,business,0.0788,0.4961,Low
42,47359.85,8.5,9197.04,575,3669.33,6,0,business,0.0775,0.1942,High
49,49478.23,1.5,12670.47,686,28409.4,11,0,education,0.5742,0.2561,Medium
34,31777.53,8.8,25599.1,828,10099.01,11,0,debt_consolidation,0.3178,0.8055,Low
48,51193.06,6.0,4797.51,531,7061.08,4,0,business,0.1379,0.0937,Low
25,32608.59,22.9,14973.64,590,9183.61,5,0,debt_consolidation,0.2816,0.4592,High
50,26437.22,13.7,21041.11,634,5896.19,5,0,home_improvement,0.223,0.7959,Medium
25,48080.8,3.8,17340.04,691,6086.06,9,0,debt_consolidation,0.1266,0.3606,High
32,108546.99,6.9,46240.75,676,4161.19,2,0,education,0.0383,0.426,Medium
36,43173.84,4.2,5079.07,667,12974.73,14,1,home_improvement,0.3005,0.1176,High
46,78473.04,4.5,6567.0,634,5530.45,8,0,home_improvement,0.0705,0.0837,Low
46,32117.84,0.5,14904.11,675,3386.26,12,0,debt_consolidation,0.1054,0.464,Medium
41,25803.41,0.0,23369.27,763,10650.55,2,0,debt_consolidation,0.4127,0.9056,Medium
59,61508.46,0.2,13827.56,787,4189.94,14,0,debt_consolidation,0.0681,0.2248,Low
56,117925.25,17.0,29460.25,737,4793.02,1,0,education,0.0406,0.2498,Low
53,54419.47,0.7,9448.9,747,4173.39,14,0,education,0.0767,0.1736,Medium
50,74111.33,0.2,11342.16,657,17682.34,1,0,other,0.2386,0.153,High
57,103524.36,1.9,21112.29,850,4467.78,12,0,education,0.0432,0.2039,Low
43,48133.56,4.4,10804.89,535,5951.56,6,0,business,0.1236,0.2245,Medium
30,45431.84,14.8,23438.38,670,601.67,10,0,education,0.0132,0.5159,Medium
25,62071.62,6.0,20269.16,711,4479.01,13,0,home_improvement,0.0722,0.3265,Low
56,67846.94,1.6,10406.64,656,5659.54,12,0,other,0.0834,0.1534,Low
54,24355.49,14.0,15990.25,739,15620.47,11,0,business,0.6413,0.6565,Medium
51,56832.45,0.2,10028.55,637,8306.27,6,0,debt_consolidation,0.1462,0.1765,Low
30,49004.1,19.3,7821.61,753,4688.55,1,0,home_improvement,0.0957,0.1596,Low
39,33032.28,0.3,10564.03,660,4210.48,14,0,debt_consolidation,0.1275,0.3198,Low
52,47339.24,7.0,11996.12,620,741.43,3,0,debt_consolidation,0.0157,0.2534,Medium
21,27373.69,0.2,14285.93,610,2925.51,4,0,business,0.1069,0.5219,Medium
25,23029.61,13.4,12516.4,673,5234.13,1,0,home_improvement,0.2273,0.5435,Low
24,50686.97,0.6,4661.05,603,937.17,7,0,home_improvement,0.0185,0.092,Medium
36,76959.8,0.3,24209.78,422,6422.51,5,0,home_improvement,0.0835,0.3146,Medium
44,41206.64,11.0,4810.91,500,13847.15,13,0,debt_consolidation,0.336,0.1167,High
36,30322.2,0.5,14962.48,611,14524.52,4,0,debt_consolidation,0.479,0.4934,Medium
22,32772.68,8.0,8564.79,623,2696.45,7,0,home_improvement,0.0823,0.2613,High
48,64503.34,6.9,14583.26,750,17287.86,5,0,debt_consolidation,0.268,0.2261,Low
52,112836.21,4.6,11678.58,678,4380.45,8,0,home_improvement,0.0388,0.1035,Low
47,72058.11,2.4,16459.12,661,2327.25,10,0,debt_consolidation,0.0323,0.2284,Low
40,93938.53,12.4,18256.41,591,3507.58,6,0,education,0.0373,0.1943,Medium
44,29032.99,10.2,24903.0,850,5100.27,7,0,debt_consolidation,0.1757,0.8577,Low
32,47241.83,2.8,21245.19,651,833.22,9,0,education,0.0176,0.4497,Low
55,81580.49,1.3,13695.63,725,11322.14,6,0,business,0.1388,0.1679,Medium
53,24353.02,1.6,23527.42,652,1062.67,6,0,debt_consolidation,0.0436,0.9661,Medium
53,35270.89,1.2,9844.91,697,4155.73,14,0,medical,0.1178,0.2791,High
63,78512.22,3.9,36627.1,536,11274.21,7,0,business,0.1436,0.4665,High
57,55782.36,10.1,9352.23,681,4831.48,5,0,education,0.0866,0.1677,Low
32,30255.84,7.4,10078.25,658,7428.83,9,0,business,0.2455,0.3331,High
23,21689.62,7.9,4490.97,659,13694.62,3,1,debt_consolidation,0.6314,0.207,High
21,95669.76,3.0,8949.49,738,9481.55,8,0,home_improvement,0.0991,0.0935,Low
53,17558.75,1.9,11381.75,523,6065.42,7,0,other,0.3454,0.6482,Medium
60,67251.7,7.1,11345.9,612,44971.47,3,0,medical,0.6687,0.1687,Medium
30,37551.84,7.9,36670.98,485,1568.12,2,0,medical,0.0418,0.9765,Medium
63,82746.27,5.9,18977.28,629,6815.34,12,0,debt_consolidation,0.0824,0.2293,Low
64,29112.59,0.2,23468.29,738,7803.21,8,0,education,0.268,0.8061,Medium
49,181207.75,4.5,13360.69,729,1181.87,11,0,home_improvement,0.0065,0.0737,Low
33,59943.0,2.1,8772.25,632,3011.29,14,1,home_improvement,0.0502,0.1463,Medium
32,65090.55,1.1,49381.8,667,2125.92,4,0,home_improvement,0.0327,0.7587,Low
51,33305.45,5.9,12574.75,621,5112.07,13,0,debt_consolidation,0.1535,0.3775,Low
22,45858.22,1.6,19666.76,654,3607.13,14,0,debt_consolidation,0.0787,0.4289,High
55,46456.68,12.2,7566.45,739,23622.54,10,0,education,0.5085,0.1629,Low
43,120334.92,1.8,6618.55,787,11945.63,10,0,business,0.0993,0.055,Low
37,59891.41,4.1,32777.35,708,6270.91,7,0,medical,0.1047,0.5473,Medium
46,64338.59,8.8,17318.01,645,4744.74,13,0,education,0.0737,0.2692,Medium
28,63979.91,2.6,11690.46,790,823.66,8,0,home_improvement,0.0129,0.1827,Low
49,67124.57,8.8,11930.11,697,1237.51,5,1,debt_consolidation,0.0184,0.1777,Medium
46,24471.72,6.4,7179.14,629,6970.16,8,0,debt_consolidation,0.2848,0.2934,Low
30,136575.66,12.7,9541.1,639,5794.21,13,0,business,0.0424,0.0699,Low
46,31610.85,2.0,17247.63,616,1195.72,9,0,medical,0.0378,0.5456,High
54,48088.48,0.6,13730.71,709,8058.77,2,0,home_improvement,0.1676,0.2855,Medium
61,105423.56,2.8,20987.61,675,3524.65,5,0,business,0.0334,0.1991,Low
27,128967.1,7.7,2580.02,667,2023.35,9,0,business,0.0157,0.02,Low
24,73348.48,3.0,14832.56,604,5933.35,12,0,debt_consolidation,0.0809,0.2022,Low
31,38087.93,1.5,21330.64,808,7747.46,8,0,home_improvement,0.2034,0.56,Medium
49,52253.77,0.1,3555.7,639,2869.68,1,1,education,0.0549,0.068,Medium
56,53288.92,1.9,7183.89,742,8174.1,2,0,debt_consolidation,0.1534,0.1348,Low
45,54241.16,6.2,5610.38,570,2660.92,6,0,business,0.0491,0.1034,Low
41,26501.95,0.8,29083.23,693,3205.8,4,0,medical,0.121,1.0974,Medium
56,92047.02,2.1,13950.3,600,667.55,8,0,other,0.0073,0.1516,Medium
30,52433.16,0.1,14540.33,694,6432.95,10,0,medical,0.1227,0.2773,Low
57,34162.73,6.4,26388.41,586,1310.01,11,0,debt_consolidation,0.0383,0.7724,Medium
29,38208.12,10.6,12500.41,556,2225.82,12,1,medical,0.0583,0.3272,High
44,56101.9,4.2,9046.09,573,3261.68,12,0,debt_consolidation,0.0581,0.1612,Medium
55,24307.66,0.1,14805.05,524,11855.01,11,0,home_improvement,0.4877,0.609,Medium
55,76055.42,1.2,17294.34,592,3147.13,0,0,home_improvement,0.0414,0.2274,High
56,55125.36,2.9,6778.38,715,12538.75,14,0,debt_consolidation,0.2275,0.123,Low
38,107242.17,4.4,34195.48,589,1468.26,7,0,medical,0.0137,0.3189,High
59,50959.77,3.4,4290.05,598,7260.39,10,0,education,0.1425,0.0842,Low
52,28491.64,12.4,16250.4,676,9691.99,5,0,education,0.3402,0.5703,Medium
44,26932.75,14.0,36469.21,497,4600.85,12,0,other,0.1708,1.354,High
43,40321.79,0.6,14366.04,704,11578.09,1,1,education,0.2871,0.3563,Medium
52,42512.25,0.7,3893.57,645,3761.21,13,0,home_improvement,0.0885,0.0916,Low
57,36914.85,2.2,32596.47,684,5194.68,5,0,debt_consolidation,0.1407,0.883,Low
32,52273.26,2.7,10009.32,642,542.24,0,0,medical,0.0104,0.1915,Low
33,36449.32,4.4,21344.03,628,3280.19,6,0,education,0.09,0.5856,Low
43,55664.78,7.4,17177.49,723,1991.13,8,1,business,0.0358,0.3086,Low
45,37785.31,0.7,13230.34,648,10361.81,2,0,education,0.2742,0.3501,Medium
55,67228.45,8.1,3884.08,699,9517.88,3,0,education,0.1416,0.0578,Low
61,41980.08,4.7,17054.55,730,12622.42,12,0,education,0.3007,0.4062,Medium
50,91409.38,19.8,20803.17,555,750.24,14,0,home_improvement,0.0082,0.2276,Low
37,67924.18,5.3,5112.34,594,5691.89,5,0,business,0.0838,0.0753,High
40,54002.88,6.3,36488.41,584,6415.84,4,0,medical,0.1188,0.6757,Medium
45,44185.92,1.1,10596.67,622,1092.74,14,0,other,0.0247,0.2398,Low
42,22936.74,7.3,39729.18,663,1537.22,1,0,business,0.067,1.732,High
33,99386.81,0.4,19934.62,579,27487.47,7,0,education,0.2766,0.2006,Medium
39,34878.0,5.3,13550.84,585,8986.91,9,0,business,0.2577,0.3885,Medium
56,51295.9,0.3,14226.41,622,3695.82,9,0,home_improvement,0.072,0.2773,Low
32,58215.22,0.6,24122.48,722,11836.51,9,0,education,0.2033,0.4144,High
61,44723.05,0.6,33416.05,608,1865.15,10,0,debt_consolidation,0.0417,0.7472,Low
39,96500.22,0.3,7456.79,658,6068.39,10,0,home_improvement,0.0629,0.0773,Low
32,26617.24,1.9,9328.76,626,8788.99,7,0,business,0.3302,0.3505,Medium
29,116653.98,25.9,36127.78,641,1582.29,13,0,education,0.0136,0.3097,Low
27,68581.55,2.1,7869.12,597,2323.12,1,0,medical,0.0339,0.1147,High
48,43338.2,7.2,13538.4,455,4785.0,1,0,debt_consolidation,0.1104,0.3124,Medium
34,43581.37,0.7,8845.17,599,12601.64,9,0,home_improvement,0.2891,0.203,High
51,16180.94,3.0,20817.07,668,18355.31,13,0,debt_consolidation,1.1343,1.2864,High
39,32076.65,1.0,3046.62,655,17633.53,12,0,business,0.5497,0.095,Medium
36,41070.61,1.1,20760.32,706,9015.79,6,0,debt_consolidation,0.2195,0.5055,Medium
25,53532.94,0.5,26801.54,532,5154.1,2,0,debt_consolidation,0.0963,0.5006,High
55,92022.71,2.8,19820.68,680,47569.96,8,0,debt_consolidation,0.5169,0.2154,Low
32,135777.5,0.4,8112.27,606,5979.9,10,0,business,0.044,0.0597,Low
45,56169.75,12.0,1594.01,589,7853.05,5,0,medical,0.1398,0.0284,Low
41,54328.52,3.0,8897.37,692,12724.17,2,0,debt_consolidation,0.2342,0.1638,Low
56,38362.06,9.1,19753.12,713,2361.87,5,0,education,0.0616,0.5149,Medium
43,20794.63,19.4,13164.28,742,11136.06,7,0,other,0.5355,0.633,Low
36,36210.58,5.7,22635.73,694,2477.22,6,0,home_improvement,0.0684,0.6251,Low
59,44234.02,11.6,11699.05,642,10693.85,12,0,business,0.2418,0.2645,Low
62,79833.4,0.7,11349.16,532,11599.86,6,0,education,0.1453,0.1422,High
59,63561.12,8.9,34895.47,749,8313.06,13,0,education,0.1308,0.549,Low
34,54763.14,1.6,8828.28,668,5911.19,4,0,debt_consolidation,0.1079,0.1612,Low
51,36665.81,3.2,19691.34,576,15972.68,9,0,medical,0.4356,0.537,High
25,18195.72,5.2,21385.21,667,1498.23,3,0,debt_consolidation,0.0823,1.1752,High
55,18753.24,11.7,55427.61,533,3293.18,10,0,business,0.1756,2.9555,High
43,21335.59,12.1,36077.29,758,2477.39,11,0,business,0.1161,1.6909,Medium
49,42361.56,0.5,18572.11,618,4282.08,7,0,medical,0.1011,0.4384,Medium
63,80581.33,2.3,20452.23,562,4398.22,8,0,debt_consolidation,0.0546,0.2538,Medium
31,79501.63,7.9,28484.85,753,4267.83,1,0,business,0.0537,0.3583,Low
38,72901.02,6.1,9091.04,544,37391.09,10,1,medical,0.5129,0.1247,High
32,37890.37,0.1,38440.31,648,3250.58,4,0,business,0.0858,1.0145,Medium
29,86866.83,3.0,13111.99,661,4403.14,6,1,medical,0.0507,0.1509,Medium
30,30775.21,8.8,20111.43,545,23149.5,4,0,medical,0.7522,0.6535,High
64,75109.08,6.7,16595.53,618,9860.94,7,0,debt_consolidation,0.1313,0.2209,Low
37,21220.26,2.7,8482.75,499,6746.57,14,0,medical,0.3179,0.3997,High
58,27212.83,6.6,10629.71,615,16057.09,7,0,education,0.59,0.3906,Medium
27,112005.98,4.0,8279.77,501,2227.34,11,0,medical,0.0199,0.0739,High
33,44270.89,12.2,15238.31,721,13025.04,4,0,debt_consolidation,0.2942,0.3442,Low
60,34874.64,4.4,5328.75,600,15241.69,7,0,home_improvement,0.437,0.1528,Medium
62,85082.73,2.6,7380.7,553,17711.67,11,0,business,0.2082,0.0867,Medium
29,90100.93,9.9,10239.16,667,7889.58,1,0,education,0.0876,0.1136,Low
47,39472.5,0.3,12153.35,510,3557.54,14,0,other,0.0901,0.3079,Medium
22,56344.04,11.5,32000.42,591,12763.49,14,0,debt_consolidation,0.2265,0.5679,Medium
25,52493.98,6.0,24269.58,708,1828.27,11,0,business,0.0348,0.4623,Medium
49,11925.68,14.1,12451.77,538,9032.1,10,0,business,0.7573,1.044,High
57,24393.45,1.4,39681.6,627,7263.69,4,0,other,0.2978,1.6267,High
58,78521.46,5.9,16339.91,583,6392.65,4,1,debt_consolidation,0.0814,0.2081,Medium
39,32328.29,8.3,20019.74,483,4703.91,10,0,debt_consolidation,0.1455,0.6192,High
28,63890.05,6.1,4295.55,557,17799.55,8,0,home_improvement,0.2786,0.0672,High
21,55911.21,1.2,7592.76,594,7816.38,9,0,education,0.1398,0.1358,High
42,90013.63,1.6,25049.0,669,10272.69,11,0,other,0.1141,0.2783,Low
37,24787.74,4.2,19788.53,760,5368.51,14,1,business,0.2166,0.7983,Medium
27,59700.93,3.0,39227.49,648,12579.04,1,0,education,0.2107,0.6571,Medium
45,47443.4,6.6,37440.2,658,3764.97,14,0,debt_consolidation,0.0794,0.7891,High
24,33028.06,2.4,9716.48,710,1965.96,14,0,education,0.0595,0.2942,Low
56,32912.3,9.8,26653.34,684,3298.67,2,0,debt_consolidation,0.1002,0.8098,Low
26,54925.91,2.8,7409.05,596,3050.34,9,0,home_improvement,0.0555,0.1349,Low
51,67160.13,0.2,5152.16,604,802.51,8,0,debt_consolidation,0.0119,0.0767,Low
39,50604.62,0.1,16178.61,695,4977.66,5,0,home_improvement,0.0984,0.3197,Medium
64,51398.13,5.2,21146.53,689,1666.99,5,0,education,0.0324,0.4114,Medium
59,38206.19,3.9,16331.37,666,3937.8,9,0,debt_consolidation,0.1031,0.4274,Medium
47,39494.12,3.9,23711.13,600,5095.9,3,0,home_improvement,0.129,0.6004,High
30,32983.57,7.8,9424.13,780,2891.26,2,0,debt_consolidation,0.0877,0.2857,Low
46,37824.0,2.4,24619.35,586,5600.96,7,1,business,0.1481,0.6509,High
39,65995.23,27.0,9779.63,641,4274.43,0,0,education,0.0648,0.1482,Low
59,69786.99,14.6,56010.52,763,2196.69,8,0,debt_consolidation,0.0315,0.8026,Low
23,25901.66,0.1,22328.77,660,2772.83,0,0,business,0.107,0.862,Medium
33,31312.78,11.3,34420.17,645,8422.32,12,1,education,0.269,1.0992,High
48,34365.24,5.7,6331.72,673,7118.2,1,1,other,0.2071,0.1842,High
40,47476.09,3.5,10379.41,599,36041.21,3,0,debt_consolidation,0.7591,0.2186,Low
48,21129.46,4.4,12690.06,643,2801.67,4,0,debt_consolidation,0.1326,0.6006,Low
28,31588.44,9.2,6654.16,709,4140.52,3,0,debt_consolidation,0.1311,0.2106,Low
61,24519.14,15.1,35199.17,725,2775.1,11,0,business,0.1132,1.4355,Medium
